ID;AnoNascimento;Escolaridade;EstadoCivil;Renda;GastoComVinhos;GastoComCarnes;ComprasWeb;ComprasLoja
4607;1959;Graduation;Together;71367.0;227;42;5;2
3711;1944;Master;Married;80184.0;1035;25;3;3
3696;1965;Graduation;Divorced;30630.0;27;2;0;7
2532;1987;Master;Single;73454.0;982;56;4;5
9214;1991;Graduation;Married;42691.0;179;38;1;5
4943;1953;Graduation;Married;70503.0;1379;0;4;6
35;1987;Graduation;Married;25545.0;32;16;2;6
2258;1986;Graduation;Married;32880.0;8;7;0;8
4322;1958;PhD;Together;77863.0;881;16;5;2
713;1977;Master;Married;50353.0;141;67;4;3
4702;1964;Graduation;Single;61839.0;1000;224;8;8
3281;1960;PhD;Married;49154.0;206;30;1;6
702;1975;2n Cycle;Widow;47682.0;162;97;3;5
2004;1969;Graduation;Single;72679.0;619;127;7;1
4769;1977;Master;Together;57954.0;456;0;2;7
4437;1962;Graduation;Married;65316.0;112;3;2;4
8724;1982;Graduation;Single;28567.0;11;2;0;6
10741;1951;Master;Together;47352.0;172;8;1;7
1991;1967;Graduation;Together;44931.0;78;0;1;5
6931;1967;Graduation;Divorced;76982.0;464;65;3;4
11096;1952;2n Cycle;Together;57247.0;99;37;1;2
304;1981;Master;Single;22944.0;19;4;0;7
3665;1977;2n Cycle;Together;25315.0;1;11;0;8
10591;1969;Graduation;Widow;43638.0;63;7;1;7
5036;1984;PhD;Single;42710.0;252;4;5;6
5547;1982;PhD;Married;84169.0;1478;0;6;3
7822;1976;Graduation;Together;54058.0;198;32;6;3
8541;1990;2n Cycle;Married;24683.0;8;6;0;5
10955;1964;Graduation;Widow;85620.0;416;60;6;1
4368;1980;Graduation;Married;47850.0;42;20;0;6
9671;1968;Graduation;Married;19514.0;14;2;1;8
2256;1973;Master;Married;27159.0;17;0;0;6
4279;1963;2n Cycle;Single;39548.0;15;3;1;3
5371;1989;Graduation;Single;21474.0;6;11;1;7
9240;1971;PhD;Single;60504.0;458;6;2;6
9460;1963;Graduation;Married;22419.0;30;19;2;8
9504;1949;Master;Married;81698.0;179;111;8;1
8692;1952;Graduation;Together;43462.0;90;15;1;8
448;1978;PhD;Single;54880.0;308;102;2;5
8314;1982;Graduation;Married;79908.0;557;29;6;2
8420;1970;2n Cycle;Married;15315.0;7;15;0;5
3174;1959;Graduation;Together;87771.0;1492;50;10;6
7685;1978;Graduation;Married;33039.0;30;8;0;5
3179;1980;Graduation;Single;81741.0;249;58;6;2
9780;1971;Master;Together;71499.0;465;136;3;4
10681;1970;2n Cycle;Married;62466.0;129;168;3;4
10232;1963;PhD;Divorced;48799.0;174;28;2;3
4184;1950;PhD;Together;52157.0;189;3;2;4
9120;1962;Graduation;Single;66565.0;747;65;2;8
891;1951;Master;Together;29298.0;6;2;0;5
10381;1979;Graduation;Single;47691.0;14;0;0;6
3525;1970;Graduation;Together;38200.0;12;0;0;7
6818;1974;Graduation;Married;44989.0;98;49;1;6
3526;1968;PhD;Married;38443.0;32;0;0;7
8181;1978;2n Cycle;Single;38593.0;51;17;1;8
1029;1970;PhD;Together;64413.0;200;0;1;5
7369;1981;Master;Married;36959.0;25;6;0;8
2574;1977;PhD;Married;61996.0;1050;0;4;5
8159;1968;Graduation;Married;51287.0;117;13;1;7
1160;1970;Graduation;Married;13260.0;9;10;0;8
10242;1966;PhD;Together;47472.0;56;0;0;5
5253;1956;Master;Together;54603.0;145;17;2;7
5966;1974;PhD;Married;45207.0;203;0;1;6
5314;1951;Graduation;Together;40689.0;270;39;1;8
5081;1967;2n Cycle;Together;47821.0;9;6;0;8
5123;1951;Master;Married;27450.0;37;8;1;7
5756;1983;Graduation;Together;39453.0;46;0;0;6
8036;1971;2n Cycle;Together;26850.0;31;7;1;4
9058;1955;Graduation;Widow;79800.0;1060;32;11;3
5057;1961;Master;Married;61794.0;264;54;4;2
254;1955;Graduation;Together;53863.0;399;6;1;7
4179;1959;Graduation;Together;24221.0;8;2;1;4
3710;1984;PhD;Single;39684.0;19;6;1;7
7627;1975;Master;Married;92163.0;817;106;11;2
4501;1965;Master;Single;69882.0;292;132;7;1
6424;1977;Graduation;Together;33178.0;12;11;0;4
3075;1972;PhD;Married;59973.0;130;20;4;1
4992;1975;Master;Together;17459.0;6;3;1;7
5252;1969;Graduation;Divorced;23910.0;16;7;0;7
7444;1969;Master;Married;42169.0;19;0;0;8
6919;1978;2n Cycle;Married;26224.0;4;13;1;6
3537;1981;Graduation;Together;31089.0;31;2;0;8
10277;1961;Graduation;Single;30081.0;36;0;0;7
2453;1960;Graduation;Together;62807.0;526;10;3;5
7972;1955;Graduation;Single;72906.0;400;71;4;1
895;1948;PhD;Married;61467.0;410;0;2;5
1177;1966;Master;Together;49618.0;80;4;1;7
7141;1986;Master;Single;21888.0;88;2;1;10
7232;1973;Graduation;Widow;42429.0;55;2;1;5
8477;1956;Graduation;Divorced;26150.0;5;3;0;7
2457;1975;Basic;Married;30801.0;8;15;0;7
988;1965;Graduation;Married;81168.0;410;147;4;3
7930;1969;Master;Single;26877.0;101;20;1;6
4587;1944;Master;Widow;45006.0;162;16;1;3
6682;1973;Basic;Married;18978.0;2;4;0;8
6222;1967;Graduation;Married;22574.0;25;2;0;7
10299;1969;PhD;Single;48240.0;389;64;3;5
3083;1974;Graduation;Married;45837.0;215;17;2;7
8953;1965;Master;Single;35791.0;27;0;0;8
1503;1976;PhD;Together;162397.0;85;2;0;1
8650;1978;Graduation;Widow;54162.0;5;6;0;4
10862;1960;Master;Married;30522.0;179;19;2;2
2782;1961;PhD;Married;54456.0;352;10;1;6
6941;1971;Graduation;Single;31632.0;17;11;1;7
10972;1949;Graduation;Widow;72298.0;625;58;3;1
10708;1978;2n Cycle;Single;36975.0;10;0;0;7
6583;1955;2n Cycle;Married;72635.0;390;104;8;3
3641;1976;Graduation;Married;13624.0;10;2;0;6
10156;1975;Graduation;Single;84196.0;215;231;4;3
4299;1960;Graduation;Together;70971.0;1001;93;11;7
3469;1977;PhD;Divorced;34487.0;19;24;0;9
5063;1977;Graduation;Single;28769.0;41;10;1;9
10727;1970;PhD;Married;69084.0;1181;39;3;8
9624;1958;PhD;Together;65488.0;603;36;4;1
5156;1970;2n Cycle;Married;62466.0;129;168;3;4
4376;1960;2n Cycle;Single;32218.0;10;13;1;7
8923;1973;Graduation;Single;83917.0;514;42;7;3
8461;1962;Graduation;Divorced;46102.0;14;0;0;7
6945;1952;Graduation;Single;84574.0;387;38;11;5
944;1962;Graduation;Married;56181.0;121;8;2;4
1907;1950;Master;Divorced;63120.0;965;54;4;7
701;1971;Graduation;Married;73691.0;707;85;2;2
3856;1960;Graduation;Together;63381.0;571;33;5;2
4149;1948;PhD;Together;76140.0;586;17;9;2
2131;1959;PhD;Divorced;62859.0;1063;16;4;6
2942;1964;Graduation;Single;45906.0;305;4;4;5
1173;1947;Master;Together;77632.0;1200;0;2;2
4381;1971;PhD;Married;46463.0;163;8;1;6
4611;1970;Graduation;Together;105471.0;1009;202;8;3
3376;1970;Master;Divorced;55282.0;125;8;1;4
4679;1977;Master;Married;78710.0;721;119;6;4
10928;1958;Graduation;Together;66886.0;315;41;1;5
4248;1960;Master;Single;98777.0;1000;125;6;1
6728;1985;Graduation;Together;29103.0;16;6;0;9
6661;1974;Graduation;Married;67445.0;757;29;6;6
4725;1950;PhD;Together;50616.0;30;0;1;2
3277;1955;Graduation;Divorced;49431.0;219;26;1;8
5555;1975;Graduation;Divorced;153924.0;1;1;0;0
2564;1953;Graduation;Together;61278.0;111;2;1;6
946;1958;2n Cycle;Together;26490.0;45;21;1;6
3867;1947;PhD;Together;73059.0;410;0;3;4
6940;1966;PhD;Single;46734.0;100;6;2;6
55;1963;Graduation;Together;56253.0;509;7;2;6
7093;1985;Graduation;Married;19986.0;3;0;0;7
5084;1975;Graduation;Widow;58330.0;445;104;4;4
1777;1980;Basic;Married;25965.0;2;41;0;8
8162;1956;Master;Together;14661.0;4;6;0;6
10826;1959;Graduation;Married;18690.0;6;23;1;8
8754;1974;PhD;Together;45068.0;14;0;0;7
1987;1987;Basic;Single;21063.0;1;19;0;6
11007;1968;PhD;Married;29187.0;26;0;0;8
7426;1971;2n Cycle;Married;54690.0;111;7;1;3
9153;1964;PhD;Married;59304.0;418;80;8;5
10379;1962;Master;Single;59247.0;327;19;2;6
9204;1970;Graduation;Widow;66731.0;371;58;3;3
3197;1980;Graduation;Married;77353.0;275;69;4;4
2920;1975;PhD;Single;52614.0;789;12;4;8
6961;1974;Graduation;Married;26751.0;1;0;0;8
4673;1963;PhD;Married;81300.0;1004;32;3;5
9937;1979;Graduation;Single;70337.0;187;25;2;1
8779;1985;2n Cycle;Married;36145.0;56;17;1;9
9596;1980;PhD;Single;65295.0;365;34;3;2
2891;1963;Graduation;Divorced;68118.0;595;10;9;6
4910;1967;Graduation;Divorced;68743.0;1132;175;5;7
75;1982;2n Cycle;Together;41039.0;34;179;1;8
10120;1955;Graduation;Together;38946.0;116;6;1;5
6327;1967;Graduation;Together;65777.0;565;28;8;1
10142;1976;PhD;Divorced;66476.0;372;47;2;4
9826;1972;PhD;Single;86857.0;899;133;6;2
1501;1982;PhD;Married;160803.0;55;17;28;0
10767;1989;PhD;Together;77845.0;760;0;5;1
7279;1969;PhD;Together;69476.0;260;63;6;2
7230;1960;PhD;Divorced;50611.0;459;6;5;6
143;1970;Graduation;Single;61209.0;466;119;3;2
450;1958;Master;Together;42315.0;67;17;4;3
9316;1952;Basic;Together;13084.0;2;3;0;6
6379;1949;Master;Widow;47570.0;67;0;2;7
9239;1961;Master;Married;61923.0;92;3;1;3
8315;1995;Graduation;Single;34824.0;4;2;0;6
2868;1949;PhD;Single;26518.0;20;3;0;8
10888;1961;Graduation;Single;45938.0;273;62;4;6
1277;1960;Graduation;Together;78468.0;434;104;7;4
9977;1973;Graduation;Divorced;78901.0;321;33;3;4
10196;1978;Graduation;Married;71427.0;212;15;2;4
6384;1978;Graduation;Divorced;71022.0;909;0;2;8
8029;1988;Master;Single;90247.0;1184;21;4;1
968;1968;Master;Divorced;41335.0;112;16;1;7
6988;1986;Graduation;Married;71952.0;656;52;4;4
4472;1970;PhD;Divorced;35682.0;23;6;1;2
6991;1951;Graduation;Divorced;43185.0;537;16;3;8
3336;1948;PhD;Together;66375.0;712;0;4;7
4301;1971;Master;Married;35178.0;23;2;1;7
1940;1986;Graduation;Married;25252.0;1;2;0;8
1272;1965;Master;Single;55250.0;664;32;5;5
1388;1975;Graduation;Single;33249.0;6;19;1;6
1044;1953;Graduation;Together;58398.0;299;21;4;4
6969;1982;Graduation;Together;50272.0;99;43;1;7
10479;1975;PhD;Married;76618.0;749;121;2;1
3619;1960;2n Cycle;Divorced;87305.0;345;63;3;2
1715;1978;Graduation;Together;25851.0;9;7;0;7
10159;1970;Graduation;Divorced;58710.0;440;0;5;6
1463;1958;Graduation;Single;45160.0;8;3;0;7
5114;1965;Master;Married;74806.0;670;0;4;4
4990;1954;Graduation;Married;59111.0;524;28;1;7
4329;1984;PhD;Married;18988.0;6;2;0;7
10936;1965;Graduation;Married;72190.0;597;172;6;3
4692;1976;Graduation;Married;7500.0;7;13;1;9
7212;1966;Graduation;Married;44794.0;54;0;0;6
6086;1955;Graduation;Married;80395.0;445;80;5;2
437;1976;Master;Divorced;75012.0;294;164;8;1
11171;1965;Master;Married;56962.0;292;10;3;7
11101;1991;Graduation;Together;89891.0;412;59;6;4
5329;1949;PhD;Divorced;35946.0;8;0;0;5
610;1953;PhD;Together;53593.0;349;6;2;8
9384;1978;Graduation;Married;66373.0;328;12;2;3
5956;1948;PhD;Divorced;45072.0;144;7;1;8
10430;1973;Graduation;Divorced;89694.0;1126;37;3;5
7875;1949;Graduation;Married;72025.0;967;43;8;2
7072;1973;Graduation;Married;67432.0;432;177;5;4
6255;1952;Master;Together;70545.0;138;55;1;2
6516;1989;Basic;Married;17487.0;0;7;0;7
5564;1969;Graduation;Together;62882.0;509;78;5;4
5682;1953;PhD;Single;64108.0;948;13;9;5
7458;1956;Master;Together;34941.0;39;4;0;8
5237;1950;PhD;Single;48767.0;28;3;1;5
7761;1978;2n Cycle;Together;38702.0;13;13;0;6
5278;1964;Graduation;Married;82224.0;307;138;9;3
3560;1952;Graduation;Together;83844.0;901;75;4;1
7235;1975;2n Cycle;Married;17003.0;2;4;0;5
10548;1995;Graduation;Single;71163.0;283;138;8;1
2281;1970;Graduation;Single;33697.0;4;0;0;7
4073;1954;2n Cycle;Married;63564.0;769;15;10;6
6974;1972;PhD;Together;83443.0;518;55;10;2
7938;1958;PhD;Together;51518.0;350;17;2;3
7094;1975;Graduation;Widow;58330.0;445;104;4;4
3667;1969;Graduation;Married;80952.0;778;41;5;8
7723;1979;Graduation;Together;75507.0;709;104;6;3
3870;1978;2n Cycle;Together;63855.0;359;93;3;4
4012;1972;PhD;Together;62220.0;799;16;6;6
5909;1964;Graduation;Married;58512.0;895;13;4;8
10470;1979;Master;Married;40662.0;40;0;1;4
6488;1959;PhD;Married;38829.0;76;0;2;5
10270;1981;2n Cycle;Married;35523.0;11;12;0;7
6887;1967;Graduation;Single;79146.0;245;21;1;6
6406;1988;Master;Married;78285.0;647;175;4;3
7573;1978;PhD;Single;31626.0;39;2;1;7
4508;1952;Graduation;Single;75127.0;203;46;11;1
221;1955;Graduation;Married;48726.0;138;4;2;6
5331;1977;Graduation;Married;74985.0;587;247;6;2
1911;1987;Graduation;Together;67430.0;595;127;5;6
20;1965;2n Cycle;Married;46891.0;43;29;1;4
8786;1956;Master;Married;62058.0;301;10;1;6
10582;1979;Graduation;Married;72063.0;180;76;2;2
1915;1951;PhD;Married;78939.0;794;150;5;3
8897;1965;Graduation;Single;42720.0;392;28;3;8
2371;1972;Graduation;Married;33622.0;39;3;0;7
4303;1957;PhD;Together;6835.0;107;2;0;20
6825;1953;Graduation;Together;41452.0;13;0;0;7
1072;1965;PhD;Single;40760.0;70;0;1;6
4964;1958;PhD;Together;74250.0;680;75;11;1
2461;1955;Master;Single;51124.0;26;0;0;3
10736;1971;Graduation;Single;72258.0;522;227;9;2
3194;1974;PhD;Single;71466.0;412;78;4;1
10839;1976;Graduation;Together;36283.0;6;8;0;4
49;1970;Graduation;Single;20587.0;2;4;1;7
4290;1972;Graduation;Married;30467.0;1;2;0;7
10219;1972;Graduation;Together;31590.0;6;6;0;8
4211;1986;Basic;Married;20425.0;4;3;0;7
1135;1960;Master;Together;17144.0;18;0;0;7
6299;1968;PhD;Divorced;42564.0;324;39;8;7
10846;1978;Master;Married;43783.0;327;25;1;7
347;1976;Graduation;Divorced;40780.0;229;13;1;9
6543;1945;Master;Together;62847.0;521;80;6;2
10446;1957;PhD;Married;82017.0;184;30;4;2
3479;1950;Graduation;Single;16813.0;4;12;0;7
11075;1978;Graduation;Married;51267.0;183;7;3;4
4442;1961;Graduation;Single;46524.0;31;26;1;3
199;1962;Master;Single;45183.0;219;12;1;7
6722;1954;PhD;Married;70421.0;479;75;3;6
796;1965;2n Cycle;Divorced;60161.0;584;46;4;8
3749;1973;Graduation;Together;73926.0;627;159;5;3
8523;1968;Graduation;Married;19329.0;24;12;0;8
310;1970;Master;Married;61872.0;330;36;4;4
8629;1956;Graduation;Widow;46984.0;19;2;0;5
236;1951;Graduation;Married;34838.0;28;29;1;6
9930;1944;PhD;Single;82716.0;606;15;8;2
3483;1958;Graduation;Married;48192.0;1039;153;8;8
4599;1976;Master;Married;49681.0;411;0;1;7
7326;1971;Master;Married;56850.0;34;2;1;2
7352;1957;Graduation;Married;55267.0;161;32;4;3
2350;1972;Graduation;Married;59666.0;623;23;2;8
9145;1972;Graduation;Single;72504.0;604;123;9;2
2964;1981;Graduation;Married;26872.0;3;3;1;6
5585;1972;Graduation;Single;21359.0;12;6;0;8
9687;1975;Graduation;Single;73170.0;184;50;4;2
3732;1955;Master;Married;52750.0;393;90;7;4
6303;1986;PhD;Together;91820.0;410;76;5;1
11176;1970;PhD;Together;65968.0;376;19;4;3
2986;1976;Graduation;Married;30772.0;7;2;0;6
7462;1954;Graduation;Single;22507.0;68;51;2;9
3900;1972;Graduation;Married;65685.0;642;0;2;5
7034;1978;2n Cycle;Married;25804.0;8;13;0;8
9493;1980;PhD;Single;76412.0;840;23;4;3
1143;1972;Graduation;Married;22063.0;7;3;0;7
1;1961;Graduation;Single;57091.0;464;7;3;5
3855;1963;Graduation;Married;22419.0;30;19;2;8
5536;1959;Graduation;Together;87771.0;1492;50;10;6
5989;1959;2n Cycle;Divorced;78353.0;752;39;2;8
9499;1954;Graduation;Married;93404.0;1279;20;4;5
6768;1962;Graduation;Divorced;37859.0;22;2;0;8
2150;1958;PhD;Widow;80995.0;860;73;9;4
6646;1984;Graduation;Together;16529.0;3;13;0;6
4887;1976;PhD;Divorced;55412.0;10;11;0;5
8560;1992;Graduation;Single;48789.0;351;7;4;6
3321;1967;PhD;Together;56575.0;421;0;3;5
11003;1980;2n Cycle;Together;25130.0;2;0;0;7
10402;1967;Graduation;Married;35441.0;25;2;0;8
9904;1956;Graduation;Married;71391.0;336;46;5;3
6141;1972;Master;Single;49494.0;191;0;1;7
5687;1980;Graduation;Divorced;81702.0;563;28;7;3
10856;1980;2n Cycle;Single;45889.0;31;0;0;6
5121;1977;Graduation;Single;56628.0;479;7;6;5
4186;1950;Graduation;Together;34026.0;18;12;1;5
368;1974;Graduation;Married;40049.0;91;10;2;5
3312;1988;Graduation;Single;34176.0;5;19;0;6
11121;1981;Graduation;Married;19419.0;2;16;0;9
5332;1960;2n Cycle;Married;82504.0;362;134;6;1
5848;1970;Graduation;Together;81205.0;724;97;6;2
10343;1991;2n Cycle;Single;61618.0;605;0;6;3
5935;1956;Master;Single;55284.0;547;0;5;5
2895;1963;Graduation;Single;49980.0;104;13;1;5
10262;1980;Graduation;Married;15072.0;8;0;1;5
7848;1974;Graduation;Single;49166.0;224;7;3;6
9477;1954;PhD;Married;65324.0;384;21;2;4
4856;1957;2n Cycle;Married;82347.0;556;202;7;3
7186;1966;PhD;Together;30843.0;24;0;1;5
5794;1974;PhD;Married;46374.0;408;0;1;8
1456;1979;Graduation;Single;60474.0;265;234;2;7
4877;1973;Master;Married;38576.0;34;0;0;7
425;1985;Graduation;Married;55357.0;374;84;2;5
3007;1966;Graduation;Together;37758.0;27;0;0;8
1031;1989;2n Cycle;Married;85710.0;600;29;9;2
4297;1969;Graduation;Together;23228.0;13;6;0;8
807;1969;Master;Together;44602.0;167;0;1;8
9553;1987;Graduation;Married;7500.0;0;4;0;6
4271;1989;2n Cycle;Together;38683.0;46;84;1;7
4120;1975;2n Cycle;Single;49514.0;88;58;1;7
2036;1973;PhD;Together;57906.0;243;10;2;4
115;1966;Master;Single;43456.0;275;25;1;5
4259;1986;Master;Single;19485.0;6;0;0;7
8687;1978;Graduation;Together;53172.0;121;68;3;3
2447;1979;Graduation;Together;30545.0;4;19;0;7
10140;1983;PhD;Together;70123.0;1308;23;7;3
9353;1959;Graduation;Single;62450.0;515;62;5;3
3623;1976;Graduation;Together;21675.0;4;17;0;7
738;1981;2n Cycle;Single;42395.0;48;24;1;7
7631;1978;Master;Together;61346.0;562;43;7;3
4789;1953;Graduation;Together;80812.0;769;210;8;2
773;1971;Master;Divorced;42835.0;379;12;6;6
10602;1983;Graduation;Married;39922.0;29;19;0;8
1446;1956;Master;Single;86424.0;387;89;9;1
3270;1978;2n Cycle;Together;17117.0;12;30;1;9
8443;1972;Graduation;Single;24762.0;6;3;1;8
9653;1975;Graduation;Married;35797.0;27;4;0;8
8916;1975;Graduation;Divorced;36627.0;9;0;0;5
8017;1981;2n Cycle;Married;51111.0;22;6;0;6
5830;1972;PhD;Single;86857.0;899;133;6;2
4597;1970;PhD;Together;82072.0;889;168;2;1
7023;1953;PhD;Single;46231.0;189;0;1;9
8086;1959;Graduation;Married;42243.0;48;0;0;7
8825;1962;Graduation;Together;51195.0;230;82;2;8
2930;1978;Master;Single;68092.0;852;78;6;5
1928;1973;Graduation;Married;31814.0;35;4;0;9
7108;1965;Master;Widow;51390.0;205;23;2;5
10925;1983;Graduation;Married;76630.0;255;40;10;1
9960;1991;Basic;Single;26868.0;0;8;0;7
8800;1943;PhD;Divorced;48948.0;437;160;10;6
9224;1972;PhD;Single;55260.0;825;11;10;6
5519;1956;Graduation;Together;64090.0;316;76;9;5
5046;1958;Graduation;Divorced;78331.0;756;160;6;4
7037;1974;PhD;Married;37087.0;194;15;2;6
905;1986;Graduation;Divorced;21846.0;7;6;0;8
8624;1958;Graduation;Married;81320.0;183;59;3;2
8945;1970;Graduation;Divorced;54137.0;171;0;1;6
6445;1967;Graduation;Together;66825.0;243;29;5;2
2727;1973;Graduation;Together;57100.0;181;39;3;3
6404;1969;Graduation;Together;58917.0;151;0;1;5
11074;1977;Graduation;Single;85072.0;494;194;4;0
10150;1961;Graduation;Single;86429.0;464;29;4;2
1968;1971;Graduation;Widow;45684.0;5;10;0;7
6534;1974;Graduation;Together;47889.0;29;0;0;5
9485;1986;PhD;Married;45921.0;102;24;1;4
7053;1966;PhD;Single;78420.0;604;91;10;1
4654;1992;Graduation;Together;75114.0;571;63;10;2
9760;1963;PhD;Widow;52278.0;953;0;5;8
1048;1972;Master;Married;35641.0;63;8;1;7
10619;1994;Graduation;Single;95529.0;770;250;3;3
9308;1954;Graduation;Married;62820.0;398;138;4;1
10505;1960;Master;Together;73113.0;741;50;4;2
8362;1982;PhD;Married;84169.0;1478;0;6;3
2625;1954;2n Cycle;Single;42607.0;156;30;2;3
4637;1954;PhD;Single;74637.0;960;146;9;3
9972;1955;PhD;Together;46015.0;38;0;0;7
4483;1993;Graduation;Single;72354.0;315;220;10;1
4487;1969;Master;Single;39858.0;15;2;0;6
4988;1948;PhD;Married;34469.0;19;0;1;4
8931;1986;Graduation;Together;83033.0;812;237;4;5
5871;1979;Master;Together;24401.0;73;10;1;8
2008;1978;Graduation;Married;77583.0;372;250;5;2
3139;1982;2n Cycle;Single;74116.0;871;145;4;2
10037;1993;Graduation;Single;74293.0;375;93;4;2
10673;1976;PhD;Married;68397.0;760;17;9;3
5303;1974;PhD;Together;79632.0;471;99;4;2
538;1989;Graduation;Single;46107.0;31;16;1;3
7922;1951;PhD;Single;64950.0;819;12;2;7
5692;1989;Basic;Married;25443.0;1;8;0;8
4843;1952;Graduation;Single;75127.0;203;46;11;1
6383;1971;PhD;Together;32892.0;26;2;0;8
1628;1971;Graduation;Together;71796.0;354;167;3;4
1204;1970;PhD;Married;67536.0;1253;23;5;8
3673;1971;Graduation;Single;55239.0;371;23;5;5
760;1975;PhD;Divorced;60554.0;588;110;4;6
8957;1952;2n Cycle;Single;64831.0;480;75;3;6
4128;1962;PhD;Together;56067.0;517;16;4;5
6810;1983;Graduation;Divorced;82025.0;267;48;2;1
5386;1953;Graduation;Together;94384.0;1111;160;8;2
8700;1986;Basic;Single;14906.0;7;7;1;7
3202;1987;PhD;Married;51563.0;1166;0;4;8
1328;1982;2n Cycle;Married;57937.0;261;55;4;3
8405;1979;Graduation;Divorced;68274.0;135;23;2;3
6515;1977;Graduation;Together;39771.0;6;2;0;4
2882;1975;2n Cycle;Divorced;67893.0;711;49;2;8
7574;1979;PhD;Together;27922.0;11;2;0;4
6387;1976;PhD;Together;52190.0;42;0;1;5
5320;1973;Master;Divorced;44051.0;79;6;1;6
5048;1971;PhD;Single;42767.0;20;19;1;8
8146;1976;Master;Together;46106.0;30;2;1;6
10031;1976;PhD;Married;16927.0;20;3;0;8
5748;1965;Graduation;Married;59754.0;115;4;2;5
2134;1952;Graduation;Single;53700.0;263;69;5;5
1523;1973;Graduation;Married;59041.0;69;2;0;5
9665;1957;PhD;Divorced;54237.0;267;4;2;6
4640;1967;Graduation;Divorced;70647.0;561;25;7;2
3635;1962;PhD;Single;52597.0;492;7;3;5
3547;1969;Master;Together;41021.0;14;6;0;6
2456;1975;PhD;Married;40233.0;80;0;1;6
5633;1980;Graduation;Married;50183.0;97;13;1;5
7801;1959;Graduation;Together;54753.0;197;7;2;4
10489;1973;Graduation;Married;92955.0;693;31;7;2
7011;1973;Graduation;Married;33471.0;43;0;0;7
2620;1974;PhD;Married;34596.0;14;0;0;8
3933;1980;Graduation;Together;44010.0;186;86;2;9
10981;1988;Graduation;Married;84219.0;434;45;4;1
1734;1968;PhD;Together;40706.0;59;4;0;7
10995;1988;2n Cycle;Married;15716.0;16;8;0;8
6357;1959;2n Cycle;Divorced;59052.0;230;63;1;5
9209;1971;Master;Together;80573.0;829;60;6;2
10286;1962;Graduation;Married;83715.0;318;150;8;0
2611;1959;Master;Together;82576.0;1206;168;4;1
1600;1965;Master;Married;56962.0;292;10;3;7
3308;1952;Graduation;Married;35704.0;30;2;0;4
5407;1954;Graduation;Together;53103.0;729;11;6;7
2166;1960;2n Cycle;Widow;46779.0;12;0;1;4
3955;1965;Graduation;Divorced;4861.0;2;1;0;14
6634;1979;Master;Divorced;33462.0;22;0;0;7
3056;1978;Graduation;Divorced;63693.0;587;42;6;6
5718;1950;Graduation;Married;80763.0;674;192;11;3
6872;1974;PhD;Married;65352.0;284;4;2;4
8164;1978;PhD;Married;82170.0;1023;49;6;2
4580;1969;Graduation;Married;75759.0;1394;89;7;5
9305;1976;2n Cycle;Single;79689.0;311;180;9;2
453;1956;PhD;Widow;35340.0;27;0;0;5
8545;1954;Graduation;Divorced;85683.0;1296;45;4;1
9850;1972;2n Cycle;Married;24884.0;3;0;0;7
7378;1981;Master;Together;42021.0;393;7;1;9
7646;1989;Graduation;Single;64449.0;218;137;3;4
1640;1954;Graduation;Divorced;64587.0;66;0;1;3
5184;1995;Graduation;Single;34824.0;4;2;0;6
8492;1978;Graduation;Together;75437.0;795;95;4;6
11188;1957;Graduation;Together;26091.0;15;8;1;5
1212;1973;Graduation;Married;52845.0;384;130;8;6
9097;1956;Graduation;Divorced;46086.0;244;7;1;4
10473;1956;PhD;Widow;78028.0;158;25;4;7
7962;1987;PhD;Single;95169.0;1285;106;3;1
9984;1981;2n Cycle;Married;56337.0;349;28;5;8
5527;1987;Graduation;Together;22434.0;4;3;0;8
6374;1954;PhD;Married;36930.0;223;0;2;8
7453;1954;Graduation;Single;36130.0;157;68;8;4
8952;1953;Master;Married;65569.0;397;20;5;3
241;1952;Graduation;Together;83844.0;901;75;4;1
8975;1968;Graduation;Married;19514.0;14;2;1;8
6119;1963;PhD;Single;36736.0;10;0;0;6
5236;1979;Graduation;Together;77568.0;1230;232;2;5
5723;1976;PhD;Together;49187.0;81;2;1;2
1710;1978;Graduation;Single;30168.0;154;0;1;9
1970;1968;Master;Together;34053.0;63;7;0;8
5313;1971;Master;Married;38196.0;30;0;0;5
10634;1951;Master;Married;59412.0;90;30;2;3
7010;1965;2n Cycle;Married;70924.0;635;132;6;3
8562;1969;Graduation;Together;54165.0;127;15;1;2
3158;1973;Graduation;Married;32300.0;13;6;0;8
4436;1976;Graduation;Single;20180.0;18;15;1;7
5287;1973;Graduation;Married;34961.0;45;4;1;7
2445;1974;PhD;Together;28440.0;38;0;0;8
6059;1953;PhD;Together;64504.0;986;16;3;7
4550;1966;Master;Together;33564.0;61;0;1;5
4240;1978;Graduation;Married;17345.0;4;17;1;8
8911;1967;PhD;Married;56320.0;201;116;4;4
3706;1978;Graduation;Single;28647.0;19;0;2;7
3628;1987;Basic;Single;15038.0;4;19;1;9
10175;1958;PhD;Divorced;32173.0;18;0;0;4
8985;1964;2n Cycle;Together;68316.0;806;120;7;6
5204;1971;Graduation;Together;74538.0;380;110;8;3
9220;1971;Graduation;Single;91700.0;576;125;6;3
9888;1969;Graduation;Together;68695.0;458;106;4;2
5263;1977;2n Cycle;Married;31056.0;5;3;0;8
1020;1973;Graduation;Married;79593.0;350;110;6;2
9503;1980;Graduation;Single;28071.0;39;41;1;8
